Champion,player,position,games,Win_perc,Champion_Level,KDA,KPAR,DPM,CSPM,CS_at_10,Vision_Score_PM,Enemy_JG_CS,Lane_dif_10,games_total,unique_players,avg_game,wr_round,pick_prop,pick_prop_round,champ_role,win_perc_rnd,playerbase
Sivir,Str1fe,ADC,1,0,18,4,0.6957,697.39,8.14,55,1.01,0,-553,14,11,1.272727273,0,0.071428571,0.0714,Sivir - ADC,0,Broad
Sivir,Dog2,ADC,1,0,16,3,0.5455,494.68,10.78,90,0.76,0,143,14,11,1.272727273,0,0.071428571,0.0714,Sivir - ADC,0,Broad
Sivir,DanielRMC,ADC,1,0,13,1.6,1,332.53,8.74,63,0.58,0,-1456,14,11,1.272727273,0,0.071428571,0.0714,Sivir - ADC,0,Broad
Soraka,DanielRMC,ADC,2,0.5,13.5,7,0.7067,306.27,5.43,68.5,1.18,0,325,3,2,1.5,0.5,0.666666667,0.6667,Soraka - ADC,50,Narrow
Soraka,Dog2,ADC,1,0,15,7,0.5385,145.11,5.37,65,0.76,0,-111,3,2,1.5,0,0.333333333,0.3333,Soraka - ADC,0,Medium
Syndra,Str1fe,ADC,1,1,17,3.33,0.8696,727.08,8.51,84,0.6,4,2569,15,12,1.25,1,0.066666667,0.0667,Syndra - ADC,100,Broad
Syndra,Spawn,ADC,2,1,15,7.5,0.5259,749.46,8.69,77,0.64,3,764.5,15,12,1.25,1,0.133333333,0.1333,Syndra - ADC,100,Broad
Syndra,Rapidx,ADC,2,1,13.5,2.33,0.3767,338.4,7.14,72.5,0.62,2,-942.5,15,12,1.25,1,0.133333333,0.1333,Syndra - ADC,100,Broad
Syndra,Meech,ADC,1,1,15,15,0.7895,724.88,10.01,82,0.86,2,3455,15,12,1.25,1,0.066666667,0.0667,Syndra - ADC,100,Broad
Syndra,EvanRL,ADC,1,1,17,8.5,0.6538,646.07,8.04,82,1.21,6,-442,15,12,1.25,1,0.066666667,0.0667,Syndra - ADC,100,Broad
Syndra,Yeon,ADC,1,0,15,5.33,0.7619,1030.24,8.21,87,1.2,0,965,15,12,1.25,0,0.066666667,0.0667,Syndra - ADC,0,Broad
Syndra,Wixxi,ADC,2,0,13.5,2.14,0.5143,532.77,7.62,86,0.95,0,562,15,12,1.25,0,0.133333333,0.1333,Syndra - ADC,0,Broad
Syndra,Vex,ADC,1,0,15,1,0.2353,299.03,8.51,80,0.34,0,-129,15,12,1.25,0,0.066666667,0.0667,Syndra - ADC,0,Broad
Syndra,Shoryu,ADC,1,0,17,0.6,0.6,276.35,10.15,90,1.67,0,859,15,12,1.25,0,0.066666667,0.0667,Syndra - ADC,0,Broad
Syndra,Disconnector,ADC,1,0,8,0,0,144.55,6.63,60,0.62,0,-4045,15,12,1.25,0,0.066666667,0.0667,Syndra - ADC,0,Broad
Syndra,DanielRMC,ADC,1,0,14,5,0.6522,689.81,7.01,63,0.75,0,986,15,12,1.25,0,0.066666667,0.0667,Syndra - ADC,0,Broad
Syndra,Andybendy,ADC,1,0,11,1.5,0.5,205.52,6.61,77,0.79,0,355,15,12,1.25,0,0.066666667,0.0667,Syndra - ADC,0,Broad
Tristana,EvanRL,ADC,1,1,15,7.5,0.7143,465.86,7.54,89,0.75,8,2204,21,6,3.5,1,0.047619048,0.0476,Tristana - ADC,100,Broad
Tristana,TiaxWillRuleAll,ADC,8,0.75,15.5,8.21,0.7243,737.33,8.41,71.75,0.97,4.25,523.38,21,6,3.5,0.75,0.380952381,0.381,Tristana - ADC,75,Medium
Tristana,Swiftah,ADC,3,0.3333,12,1.21,0.4287,326.98,7.7,84,0.89,0.33,841.67,21,6,3.5,0.3333,0.142857143,0.1429,Tristana - ADC,33.33,Broad
Tristana,Lobozz,ADC,4,0.25,10.25,1.63,0.5885,391.06,7.62,69.75,0.93,4,-240.75,21,6,3.5,0.25,0.19047619,0.1905,Tristana - ADC,25,Broad
Tristana,Spider Queen,ADC,2,0,15.5,3.88,0.7832,617.36,8.75,66.5,0.91,0,-582.5,21,6,3.5,0,0.095238095,0.0952,Tristana - ADC,0,Broad
Tristana,DanielRMC,ADC,3,0,12.67,1.46,0.6368,418.29,7.59,74.67,0.79,1,1077,21,6,3.5,0,0.142857143,0.1429,Tristana - ADC,0,Broad
Twitch,Andybendy,ADC,2,1,14.5,3.5,0.5081,669.07,5.42,61,1.54,3,84,11,4,2.75,1,0.181818182,0.1818,Twitch - ADC,100,Broad
Twitch,Seangravesgod,ADC,5,0.8,14.4,3.76,0.7449,592.81,7.43,64.8,0.86,0,-489,11,4,2.75,0.8,0.454545455,0.4545,Twitch - ADC,80,Medium
Twitch,Meech,ADC,3,0.3333,12.33,3.25,0.6475,719.27,6.67,56.67,0.51,3,-698.33,11,4,2.75,0.3333,0.272727273,0.2727,Twitch - ADC,33.33,Medium
Twitch,Wixxi,ADC,1,0,14,2,0.625,558.6,7.33,67,0.94,0,-3270,11,4,2.75,0,0.090909091,0.0909,Twitch - ADC,0,Broad
Varus,Yeon,ADC,3,1,15.67,13.33,0.6794,703.1,8.51,73.33,1.17,1.67,363.67,69,20,3.45,1,0.043478261,0.0435,Varus - ADC,100,Broad
Varus,PK1,ADC,1,1,17,4.25,0.7727,817.42,8.63,76,0.7,8,1116,69,20,3.45,1,0.014492754,0.0145,Varus - ADC,100,Broad
Varus,Meech,ADC,2,1,15,6.43,0.6343,805.28,8.06,76,1.24,4,1182.5,69,20,3.45,1,0.028985507,0.029,Varus - ADC,100,Broad
Varus,Andybendy,ADC,2,1,12.5,12,0.6051,714.02,8.69,74.5,1.17,2,650.5,69,20,3.45,1,0.028985507,0.029,Varus - ADC,100,Broad
Varus,Spider Queen,ADC,5,0.8,13.4,4.92,0.4992,647.2,7.72,74.2,1.27,1.4,489.4,69,20,3.45,0.8,0.072463768,0.0725,Varus - ADC,80,Broad
Varus,EvanRL,ADC,8,0.75,14.25,5.17,0.6332,660.64,8.65,79.63,1.36,2.13,555.75,69,20,3.45,0.75,0.115942029,0.1159,Varus - ADC,75,Broad
Varus,TiaxWillRuleAll,ADC,3,0.6667,12.67,5.17,0.7525,591.54,7.82,71.33,1.05,1.33,131.67,69,20,3.45,0.6667,0.043478261,0.0435,Varus - ADC,66.67,Broad
Varus,Lobozz,ADC,7,0.5714,13.43,3.14,0.5203,533.22,7.9,76,1.18,1.14,387.57,69,20,3.45,0.5714,0.101449275,0.1014,Varus - ADC,57.14,Broad
Varus,Disconnector,ADC,2,0.5,14,3.83,0.5504,774.19,7.86,82.5,1.53,4,1052,69,20,3.45,0.5,0.028985507,0.029,Varus - ADC,50,Broad
Varus,Acilion,ADC,2,0.5,14.5,5.4,0.7028,825.92,8.47,72.5,1.47,3.5,-1130.5,69,20,3.45,0.5,0.028985507,0.029,Varus - ADC,50,Broad
Varus,Value,ADC,7,0.4286,15.29,3.64,0.661,649.33,8.89,80.57,1.32,1.43,565.71,69,20,3.45,0.4286,0.101449275,0.1014,Varus - ADC,42.86,Broad
Varus,Spawn,ADC,10,0.2,14.6,2.21,0.5423,577.19,8.05,76.4,1.09,2.1,-198.9,69,20,3.45,0.2,0.144927536,0.1449,Varus - ADC,20,Broad
Varus,Wixxi,ADC,4,0,13,2,0.5882,586.94,7.72,76,0.84,0,-417,69,20,3.45,0,0.057971014,0.058,Varus - ADC,0,Broad
Varus,Vilas,ADC,1,0,15,0.38,0.3333,546.14,8.51,63,1.95,0,98,69,20,3.45,0,0.014492754,0.0145,Varus - ADC,0,Broad
Varus,Swiftah,ADC,2,0,13,2.3,0.5417,779.67,7.24,73.5,1.31,2.5,-1117,69,20,3.45,0,0.028985507,0.029,Varus - ADC,0,Broad
Varus,Shoryu,ADC,1,0,14,2,0.6667,629.88,8.02,79,1.03,4,2535,69,20,3.45,0,0.014492754,0.0145,Varus - ADC,0,Broad
Varus,Rapidx,ADC,3,0,13.33,1.63,0.542,648.73,7.02,74.33,0.92,1.33,-0.33,69,20,3.45,0,0.043478261,0.0435,Varus - ADC,0,Broad
Varus,Nightstar,ADC,2,0,12.5,1.88,0.6833,526.84,8.28,75,1.19,0,3153,69,20,3.45,0,0.028985507,0.029,Varus - ADC,0,Broad
Varus,King Kongzhi,ADC,1,0,11,0.5,0.4,219.84,5.71,50,0.85,0,-1879,69,20,3.45,0,0.014492754,0.0145,Varus - ADC,0,Broad
Varus,Dog2,ADC,3,0,14,1.73,0.6902,600.75,8.7,81.67,1.16,0,-465.67,69,20,3.45,0,0.043478261,0.0435,Varus - ADC,0,Broad
Vayne,Wixxi,ADC,1,1,16,6.67,0.5556,1056.02,7.33,65,1.66,0,299,16,11,1.454545455,1,0.0625,0.0625,Vayne - ADC,100,Broad
Vayne,TiaxWillRuleAll,ADC,1,1,16,4.33,0.8125,626.04,8.13,78,1.02,2,1086,16,11,1.454545455,1,0.0625,0.0625,Vayne - ADC,100,Broad
Vayne,Seangravesgod,ADC,1,1,17,7.5,0.6522,557.2,7.54,76,1.02,4,-497,16,11,1.454545455,1,0.0625,0.0625,Vayne - ADC,100,Broad
Vayne,EvanRL,ADC,1,1,13,6.5,0.4815,478.87,6.92,73,0.76,0,762,16,11,1.454545455,1,0.0625,0.0625,Vayne - ADC,100,Broad
Vayne,Lobozz,ADC,2,0.5,12.5,2.13,0.3694,452.07,7.18,68.5,0.44,5.5,-1044.5,16,11,1.454545455,0.5,0.125,0.125,Vayne - ADC,50,Broad
Vayne,Value,ADC,2,0,14,1.08,0.4608,477.28,7.67,71,1.23,0,-1657.5,16,11,1.454545455,0,0.125,0.125,Vayne - ADC,0,Broad
Vayne,Str1fe,ADC,1,0,11,2.5,0.7143,400.71,7.49,79,0.85,0,-962,16,11,1.454545455,0,0.0625,0.0625,Vayne - ADC,0,Broad
Vayne,Spawn,ADC,1,0,13,1.33,0.5714,511.44,5.74,76,0.85,0,-192,16,11,1.454545455,0,0.0625,0.0625,Vayne - ADC,0,Broad
Vayne,Meech,ADC,3,0,13.67,2.62,0.7332,610.62,8.03,60,0.82,0,-863.67,16,11,1.454545455,0,0.1875,0.1875,Vayne - ADC,0,Broad
Vayne,Dog2,ADC,2,0,15,2.57,0.6158,421.9,8.56,73,0.8,5.5,-1151.5,16,11,1.454545455,0,0.125,0.125,Vayne - ADC,0,Broad
Vayne,DanielRMC,ADC,1,0,12,2,0.5,365.69,7.62,72,1.06,0,-1358,16,11,1.454545455,0,0.0625,0.0625,Vayne - ADC,0,Broad
Veigar,DanielRMC,ADC,3,0.3333,14.67,1.27,0.5876,564.76,5.29,63.67,0.73,2,-995.33,3,1,3,0.3333,1,1,Veigar - ADC,33.33,Narrow
VelKoz,Lobozz,ADC,1,1,13,3.75,0.4412,561,5.25,68,0.84,0,57,1,1,1,1,1,1,VelKoz - ADC,100,Narrow
Wukong,Dog2,ADC,6,0.3333,14,2.3,0.5605,415.45,6.67,62.33,0.76,0,-1046,8,2,4,0.3333,0.75,0.75,Wukong - ADC,33.33,Narrow
Wukong,Andybendy,ADC,2,0,14,1.25,0.5,291.86,6.42,67,0.88,0,-623.5,8,2,4,0,0.25,0.25,Wukong - ADC,0,Medium
Xayah,EvanRL,ADC,2,1,14,2.33,0.3688,520.62,8.61,86,1.15,1.5,-145,15,7,2.142857143,1,0.133333333,0.1333,Xayah - ADC,100,Broad
Xayah,Andybendy,ADC,3,0.6667,14.67,5.43,0.7052,619.97,8.51,78.67,0.86,5.33,382,15,7,2.142857143,0.6667,0.2,0.2,Xayah - ADC,66.67,Broad
Xayah,Spider Queen,ADC,4,0.25,14.25,2.54,0.517,414.32,7.92,71.25,0.85,2,-297.75,15,7,2.142857143,0.25,0.266666667,0.2667,Xayah - ADC,25,Medium
Xayah,Wixxi,ADC,2,0,14.5,3.2,0.575,637.38,8.77,69.5,1.41,0,-289.5,15,7,2.142857143,0,0.133333333,0.1333,Xayah - ADC,0,Broad
Xayah,Swiftah,ADC,1,0,12,1.33,0.6667,585.4,7.71,76,1.02,0,-2671,15,7,2.142857143,0,0.066666667,0.0667,Xayah - ADC,0,Broad
Xayah,Meech,ADC,1,0,12,0.86,0.8571,512.65,7.08,77,0.35,0,-295,15,7,2.142857143,0,0.066666667,0.0667,Xayah - ADC,0,Broad
Xayah,Disconnector,ADC,2,0,13.5,1.8,0.75,691.92,8.02,74,0.82,0,-181.5,15,7,2.142857143,0,0.133333333,0.1333,Xayah - ADC,0,Broad
Yasuo,Spawn,ADC,1,1,16,6.75,0.75,586.55,7.55,52,1.09,4,126,6,6,1,1,0.166666667,0.1667,Yasuo - ADC,100,Broad
Yasuo,Value,ADC,1,0,13,1.4,0.7778,178.35,7.45,54,0.74,0,-1189,6,6,1,0,0.166666667,0.1667,Yasuo - ADC,0,Broad
Yasuo,Rapidx,ADC,1,0,13,2.67,0.7619,628.1,6.19,75,0.87,0,-389,6,6,1,0,0.166666667,0.1667,Yasuo - ADC,0,Broad
Yasuo,Dog2,ADC,1,0,13,0.33,0.2727,198.67,8.02,55,0.5,0,-2423,6,6,1,0,0.166666667,0.1667,Yasuo - ADC,0,Broad
Yasuo,Disconnector,ADC,1,0,9,1.2,0.6,531.62,5.79,51,0.31,0,-432,6,6,1,0,0.166666667,0.1667,Yasuo - ADC,0,Broad
Yasuo,Andybendy,ADC,1,0,13,1.8,0.6923,392.99,8.33,74,0.65,8,1664,6,6,1,0,0.166666667,0.1667,Yasuo - ADC,0,Broad
Ziggs,PK1,ADC,2,1,15,7.33,0.5369,581.09,8.57,82.5,1.04,2,1090,4,3,1.333333333,1,0.5,0.5,Ziggs - ADC,100,Medium
Ziggs,Dog2,ADC,1,1,15,2.75,0.5789,948.34,8.8,77,0.78,0,-468,4,3,1.333333333,1,0.25,0.25,Ziggs - ADC,100,Medium
Ziggs,Andybendy,ADC,1,0,13,0.63,0.3125,689.67,6.68,76,0.96,0,1201,4,3,1.333333333,0,0.25,0.25,Ziggs - ADC,0,Medium
Alistar,Shady,Sup,1,0,13,5,0.8333,180.5,0.85,12,2.48,0,382,3,3,1,0,0.333333333,0.3333,Alistar - Sup,0,Medium
Alistar,Mist,Sup,1,0,12,1.25,0.625,109.82,1.2,12,2.25,0,554,3,3,1,0,0.333333333,0.3333,Alistar - Sup,0,Medium
Alistar,Cao,Sup,1,0,13,1.4,0.5385,140.69,0.57,9,2.67,0,-687,3,3,1,0,0.333333333,0.3333,Alistar - Sup,0,Medium
Aphelios,Daption,Sup,1,0,18,4.4,0.8462,1243.58,10,77,1.63,4,2923,1,1,1,0,1,1,Aphelios - Sup,0,Narrow
Bard,Pockus,Sup,2,1,14.5,5.71,0.8073,298.4,1.25,11,3.11,0,-191,52,18,2.888888889,1,0.038461538,0.0385,Bard - Sup,100,Broad
Bard,Orca,Sup,1,1,11,3.33,0.5263,357,1.76,21,2.96,2,910,52,18,2.888888889,1,0.019230769,0.0192,Bard - Sup,100,Broad
Bard,Joeyy,Sup,2,1,13.5,10,0.7571,317.42,1.18,6.5,3.73,0.5,245.5,52,18,2.888888889,1,0.038461538,0.0385,Bard - Sup,100,Broad
Bard,Dog,Sup,2,1,12.5,4.8,0.5881,197.03,1.16,10.5,2.78,0,554.5,52,18,2.888888889,1,0.038461538,0.0385,Bard - Sup,100,Broad
Bard,Clyde,Sup,1,1,12,4.75,0.7917,283.06,0.85,11,2.68,0,826,52,18,2.888888889,1,0.019230769,0.0192,Bard - Sup,100,Broad
Bard,UgandanRoyalty,Sup,3,0.6667,13.67,2.13,0.4882,253.06,0.88,5.33,2.54,0,-186.33,52,18,2.888888889,0.6667,0.057692308,0.0577,Bard - Sup,66.67,Broad
Bard,Shady,Sup,6,0.6667,13.17,5.38,0.7625,258.26,1.42,13.83,3.16,0.17,325.83,52,18,2.888888889,0.6667,0.115384615,0.1154,Bard - Sup,66.67,Broad
Bard,Daption,Sup,2,0.5,13.5,2.75,0.7696,426.08,1.43,12,2.66,2,-339,52,18,2.888888889,0.5,0.038461538,0.0385,Bard - Sup,50,Broad
Bard,Auto,Sup,2,0.5,11.5,3,0.7342,308.3,1.66,16,2.96,0,-65,52,18,2.888888889,0.5,0.038461538,0.0385,Bard - Sup,50,Broad
Bard,Wispe,Sup,9,0.4444,12.78,3.61,0.6736,241.82,1.25,13.33,2.7,0.44,67.67,52,18,2.888888889,0.4444,0.173076923,0.1731,Bard - Sup,44.44,Broad
Bard,Cao,Sup,5,0.4,12.2,2.04,0.6824,221.27,1.08,11.6,2.6,0,-418.6,52,18,2.888888889,0.4,0.096153846,0.0962,Bard - Sup,40,Broad
Bard,Dean,Sup,3,0.3333,11.67,4.22,0.5468,217.09,1.51,13,2.47,0,312,52,18,2.888888889,0.3333,0.057692308,0.0577,Bard - Sup,33.33,Broad
Bard,Saint Daniel,Sup,4,0.25,9.75,1.14,0.5727,272.42,1.02,9.25,2.15,0,-789,52,18,2.888888889,0.25,0.076923077,0.0769,Bard - Sup,25,Broad
Bard,Mist,Sup,4,0.25,13,4.25,0.8419,248.83,1.41,11.5,2.95,0,258.25,52,18,2.888888889,0.25,0.076923077,0.0769,Bard - Sup,25,Broad
Bard,ks2,Sup,1,0,7,0.17,0.5,231.73,0.93,12,0.74,0,-1517,52,18,2.888888889,0,0.019230769,0.0192,Bard - Sup,0,Broad
Bard,JohnathanForLong,Sup,3,0,11.33,1.53,0.6254,217.48,1.04,13,2.65,0,-202,52,18,2.888888889,0,0.057692308,0.0577,Bard - Sup,0,Broad
Bard,Chookies,Sup,1,0,10,3,0.6429,370.96,0.24,1,1.84,0,-988,52,18,2.888888889,0,0.019230769,0.0192,Bard - Sup,0,Broad
Bard,Abou222,Sup,1,0,12,1.33,0.7619,509.69,0.47,2,1.92,0,-801,52,18,2.888888889,0,0.019230769,0.0192,Bard - Sup,0,Broad
Blitzcrank,Winter,Sup,4,1,11.5,4.15,0.5385,237.81,1.18,12.75,2.26,0,299.5,31,13,2.384615385,1,0.129032258,0.129,Blitzcrank - Sup,100,Broad
Blitzcrank,UgandanRoyalty,Sup,2,1,13.5,3.31,0.5946,298.5,1.04,12,2.31,0,-236,31,13,2.384615385,1,0.064516129,0.0645,Blitzcrank - Sup,100,Broad
Blitzcrank,Orca,Sup,1,1,12,8,0.5,156.47,1.17,12,2.19,0,-224,31,13,2.384615385,1,0.032258065,0.0323,Blitzcrank - Sup,100,Broad
Blitzcrank,JohnathanForLong,Sup,1,1,14,4,0.6061,290.44,1.04,14,2.99,0,-90,31,13,2.384615385,1,0.032258065,0.0323,Blitzcrank - Sup,100,Broad
Blitzcrank,Auto,Sup,6,1,13.67,3.38,0.6276,238.01,0.93,11.67,2.4,0,-122.5,31,13,2.384615385,1,0.193548387,0.1935,Blitzcrank - Sup,100,Broad
Blitzcrank,Saint Daniel,Sup,3,0.6667,13.33,1.92,0.4961,129.85,0.97,11,2.34,0,-659,31,13,2.384615385,0.6667,0.096774194,0.0968,Blitzcrank - Sup,66.67,Broad
Blitzcrank,Julien,Sup,6,0.5,11.67,2.44,0.5605,251.98,1.01,12,2.16,0,-255.67,31,13,2.384615385,0.5,0.193548387,0.1935,Blitzcrank - Sup,50,Broad
Blitzcrank,Cao,Sup,2,0.5,12.5,3.5,0.7429,194.78,0.92,12.5,2.67,0,58,31,13,2.384615385,0.5,0.064516129,0.0645,Blitzcrank - Sup,50,Broad
Blitzcrank,Wispe,Sup,1,0,12,0.7,0.6364,146.41,0.79,12,1.76,0,-565,31,13,2.384615385,0,0.032258065,0.0323,Blitzcrank - Sup,0,Broad
Blitzcrank,Rovex,Sup,1,0,7,1,1,194.36,1.35,14,0.77,0,-945,31,13,2.384615385,0,0.032258065,0.0323,Blitzcrank - Sup,0,Broad
Blitzcrank,Lutano,Sup,1,0,12,1.5,0.6923,134.3,0.7,11,2.13,0,-824,31,13,2.384615385,0,0.032258065,0.0323,Blitzcrank - Sup,0,Broad
Blitzcrank,Dean,Sup,1,0,12,1.29,0.5625,285.68,0.88,10,2.04,0,-284,31,13,2.384615385,0,0.032258065,0.0323,Blitzcrank - Sup,0,Broad
Blitzcrank,Chookies,Sup,2,0,11.5,1.31,0.5724,235.77,0.94,10,2.12,0,-163,31,13,2.384615385,0,0.064516129,0.0645,Blitzcrank - Sup,0,Broad
Braum,Pockus,Sup,2,1,14.5,5.57,0.8002,196.35,0.97,10.5,2.44,0,-815,56,18,3.111111111,1,0.035714286,0.0357,Braum - Sup,100,Broad
Braum,PapaChau,Sup,1,1,12,2,0.5217,106.9,1.01,11,1.76,0,-242,56,18,3.111111111,1,0.017857143,0.0179,Braum - Sup,100,Broad
Braum,Mist,Sup,3,1,13,3.13,0.8107,173.03,1.03,11,2.48,0,-648.33,56,18,3.111111111,1,0.053571429,0.0536,Braum - Sup,100,Broad
Braum,Fizzi,Sup,1,1,16,3.8,0.76,254.96,0.73,11,2.3,0,161,56,18,3.111111111,1,0.017857143,0.0179,Braum - Sup,100,Broad
Braum,Winter,Sup,7,0.8571,12.43,5,0.7194,177.81,1.16,11.86,2.24,0.57,-71.14,56,18,3.111111111,0.8571,0.125,0.125,Braum - Sup,85.71,Broad
Braum,Shady,Sup,5,0.8,13.2,5.78,0.6855,160.31,1.15,13.4,2.49,0,-177.2,56,18,3.111111111,0.8,0.089285714,0.0893,Braum - Sup,80,Broad
Braum,Julien,Sup,3,0.6667,11.67,2.47,0.648,149.94,0.95,11,2.49,0,-237.67,56,18,3.111111111,0.6667,0.053571429,0.0536,Braum - Sup,66.67,Broad
Braum,Clyde,Sup,3,0.6667,11.67,4.13,0.6751,166.74,1.12,13.33,2.16,0,362,56,18,3.111111111,0.6667,0.053571429,0.0536,Braum - Sup,66.67,Broad
Braum,Saint Daniel,Sup,4,0.5,14,2.78,0.5991,141.93,0.85,11.75,2.39,0,-714.75,56,18,3.111111111,0.5,0.071428571,0.0714,Braum - Sup,50,Broad
Braum,Orca,Sup,6,0.5,11.83,2.43,0.5708,163.2,1.13,13.17,2.27,0,-88.5,56,18,3.111111111,0.5,0.107142857,0.1071,Braum - Sup,50,Broad
Braum,UgandanRoyalty,Sup,3,0.3333,13,5.22,0.7299,222.91,0.88,12,1.97,0,-64,56,18,3.111111111,0.3333,0.053571429,0.0536,Braum - Sup,33.33,Broad
Braum,Cao,Sup,4,0.25,11.25,2.86,0.7796,162.33,0.82,10.25,2.09,0,-99.25,56,18,3.111111111,0.25,0.071428571,0.0714,Braum - Sup,25,Broad
Braum,Wispe,Sup,5,0,12,2.11,0.6543,156.54,0.87,12.8,1.9,0,-291.6,56,18,3.111111111,0,0.089285714,0.0893,Braum - Sup,0,Broad
Braum,Tempos,Sup,1,0,11,0.5,0.3333,147.32,1.38,15,1.62,0,-291,56,18,3.111111111,0,0.017857143,0.0179,Braum - Sup,0,Broad
Braum,Lutano,Sup,2,0,11.5,2.25,0.675,160.66,1.25,15,1.99,0,-544,56,18,3.111111111,0,0.035714286,0.0357,Braum - Sup,0,Broad
Braum,Dean,Sup,1,0,10,1.38,0.7333,231,0.88,13,1.82,0,287,56,18,3.111111111,0,0.017857143,0.0179,Braum - Sup,0,Broad
Braum,Chookies,Sup,3,0,10.33,2.33,0.6683,185.35,1.02,12.67,1.87,0,-214.67,56,18,3.111111111,0,0.053571429,0.0536,Braum - Sup,0,Broad
Braum,Auto,Sup,2,0,10.5,0.88,0.6923,118.45,1.22,12.5,1.54,0,-1030.5,56,18,3.111111111,0,0.035714286,0.0357,Braum - Sup,0,Broad
Cassiopeia,Rovex,Sup,1,0,13,1.29,0.6923,477.99,7.65,74,0.36,0,1231,1,1,1,0,1,1,Cassiopeia - Sup,0,Narrow
Diana,Libero Jy,Sup,1,1,17,10.5,0.75,1005.46,8.74,87,0.81,15,3751,1,1,1,1,1,1,Diana - Sup,100,Narrow
Galio,UgandanRoyalty,Sup,3,1,13,6.13,0.703,262.06,1.19,13.67,2.06,0,-487,15,6,2.5,1,0.2,0.2,Galio - Sup,100,Broad
Galio,Clyde,Sup,1,1,13,2,0.6667,194.65,0.74,11,2.16,0,-681,15,6,2.5,1,0.066666667,0.0667,Galio - Sup,100,Broad
Galio,Cao,Sup,1,1,15,2.33,0.6667,294.57,1.37,17,2.74,0,-1618,15,6,2.5,1,0.066666667,0.0667,Galio - Sup,100,Broad
Galio,Mist,Sup,3,0.6667,13.67,8.8,0.6575,336.31,4.74,44.67,1.29,0,313.67,15,6,2.5,0.6667,0.2,0.2,Galio - Sup,66.67,Broad
Galio,Julien,Sup,3,0.6667,13.67,3,0.6307,360.68,1.38,13.67,2.38,1.33,96.67,15,6,2.5,0.6667,0.2,0.2,Galio - Sup,66.67,Broad
Galio,Saint Daniel,Sup,4,0.5,12.5,4.45,0.7095,190.56,1.14,12.25,2.08,0,-296.75,15,6,2.5,0.5,0.266666667,0.2667,Galio - Sup,50,Medium
Gragas,Julien,Sup,2,0.5,14,3.25,0.6,379.74,1.03,13,2.24,0,-1132,3,2,1.5,0.5,0.666666667,0.6667,Gragas - Sup,50,Narrow
Gragas,Pockus,Sup,1,0,11,0.14,0.1429,180,1.22,15,2.03,0,-423,3,2,1.5,0,0.333333333,0.3333,Gragas - Sup,0,Medium
Heimerdinger,Clyde,Sup,1,0,12,0.67,0.5,221.57,0.52,2,1.89,0,-321,1,1,1,0,1,1,Heimerdinger - Sup,0,Narrow
Janna,UgandanRoyalty,Sup,1,1,12,5,0.625,193.88,0.29,0,1.86,0,-650,9,5,1.8,1,0.111111111,0.1111,Janna - Sup,100,Broad
Janna,PapaChau,Sup,1,1,11,6.5,0.6842,315.11,0.75,5,2.33,0,895,9,5,1.8,1,0.111111111,0.1111,Janna - Sup,100,Broad
Janna,JohnathanForLong,Sup,1,1,13,10.5,0.8077,330.74,1.22,14,2.19,4,-998,9,5,1.8,1,0.111111111,0.1111,Janna - Sup,100,Broad
Janna,Dean,Sup,5,0.6,11.8,5.38,0.6952,125.29,1.36,12,2.11,0,-204,9,5,1.8,0.6,0.555555556,0.5556,Janna - Sup,60,Medium
Janna,Mist,Sup,1,0,12,0.5,0.75,147.26,0.22,1,1.6,0,-300,9,5,1.8,0,0.111111111,0.1111,Janna - Sup,0,Broad
Karma,Winter,Sup,3,1,12.33,9.2,0.7001,252.32,0.57,3,2.21,0,605.67,71,24,2.958333333,1,0.042253521,0.0423,Karma - Sup,100,Broad
Karma,SpecialKay,Sup,1,1,13,16,0.7619,461.67,0.42,4,2.18,0,591,71,24,2.958333333,1,0.014084507,0.0141,Karma - Sup,100,Broad
Karma,Shady,Sup,1,1,10,8,0.7619,314.46,0.78,1,3.07,0,717,71,24,2.958333333,1,0.014084507,0.0141,Karma - Sup,100,Broad
Karma,Gweiss,Sup,1,1,14,3,0.75,404.76,0.64,1,2.91,0,429,71,24,2.958333333,1,0.014084507,0.0141,Karma - Sup,100,Broad
Karma,Dog,Sup,1,1,14,6,0.6,157.05,1.32,14,2.38,0,1044,71,24,2.958333333,1,0.014084507,0.0141,Karma - Sup,100,Broad
Karma,Dean,Sup,1,1,12,10,0.5556,73.89,1.12,14,2.76,0,-439,71,24,2.958333333,1,0.014084507,0.0141,Karma - Sup,100,Broad
Karma,Auto,Sup,2,1,13,2.88,0.6648,340.33,0.57,1.5,2.06,0,709,71,24,2.958333333,1,0.028169014,0.0282,Karma - Sup,100,Broad
Karma,Julien,Sup,14,0.5714,12.57,2.7,0.6237,359.32,1.03,9.57,2.27,0.36,-119.36,71,24,2.958333333,0.5714,0.197183099,0.1972,Karma - Sup,57.14,Broad
Karma,Libero Jy,Sup,6,0.5,13.5,6.07,0.7108,250.74,1.29,15.33,2.53,0,-83.5,71,24,2.958333333,0.5,0.084507042,0.0845,Karma - Sup,50,Broad
Karma,Joeyy,Sup,2,0.5,13.5,3.57,0.8042,306.97,0.73,3,2.07,0,563.5,71,24,2.958333333,0.5,0.028169014,0.0282,Karma - Sup,50,Broad
