Champion,player,position,games,Win_perc,Champion_Level,KDA,KPAR,DPM,CSPM,CS_at_10,Vision_Score_PM,Enemy_JG_CS,Lane_dif_10,games_total,unique_players,avg_game,wr_round,pick_prop,pick_prop_round,champ_role,win_perc_rnd,playerbase
Graves,Panda,Jung,6,0.5,13,2.54,0.6701,502.65,6.67,2.67,1.23,23,1105.67,151,25,6.04,0.5,0.039735099,0.0397,Graves - Jung,50,Broad
Graves,Batmun,Jung,2,0.5,14,2.5,0.6039,433.71,5.68,4.5,1.28,6,505,151,25,6.04,0.5,0.013245033,0.0132,Graves - Jung,50,Broad
Graves,Matty,Jung,11,0.4545,13.36,3.19,0.7077,479.32,6.5,4.82,1.07,9,-56.45,151,25,6.04,0.4545,0.072847682,0.0728,Graves - Jung,45.45,Broad
Graves,Rosethorn,Jung,9,0.4444,13.89,2.97,0.7002,530.78,5.89,4,1.19,9.78,-180.44,151,25,6.04,0.4444,0.059602649,0.0596,Graves - Jung,44.44,Broad
Graves,OddOrange,Jung,7,0.4286,13.86,3.5,0.6434,382.07,6.72,6.86,1.64,22.29,1515,151,25,6.04,0.4286,0.046357616,0.0464,Graves - Jung,42.86,Broad
Graves,eXyu,Jung,3,0.3333,12.67,2.71,0.8655,457.95,5.51,3.33,1.5,18,-579.67,151,25,6.04,0.3333,0.01986755,0.0199,Graves - Jung,33.33,Broad
Graves,Dragonminkim,Jung,3,0.3333,14.67,3.91,0.7235,521.12,6.02,19,1.47,12,-63.67,151,25,6.04,0.3333,0.01986755,0.0199,Graves - Jung,33.33,Broad
Graves,BootySlapper,Jung,8,0.125,13.25,1.93,0.6723,414.2,6.35,5.63,1.1,7.5,-1110.75,151,25,6.04,0.125,0.052980132,0.053,Graves - Jung,12.5,Broad
Graves,Me Llamo Big D,Jung,1,0,14,2.75,0.7333,421.11,6.03,1,2.18,19,1394,151,25,6.04,0,0.006622517,0.0066,Graves - Jung,0,Broad
Graves,Axsthetic,Jung,1,0,12,4,0.6154,418.91,5.67,4,1.29,9,-352,151,25,6.04,0,0.006622517,0.0066,Graves - Jung,0,Broad
Hecarim,Kitzuo,Jung,1,1,15,9.5,0.7037,522.95,6.57,6,1.02,12,-1440,3,3,1,1,0.333333333,0.3333,Hecarim - Jung,100,Medium
Hecarim,Avi,Jung,1,1,14,16,0.64,369.63,5.77,8,1.46,8,1783,3,3,1,1,0.333333333,0.3333,Hecarim - Jung,100,Medium
Hecarim,OddOrange,Jung,1,0,15,1.8,0.5,266.67,4.83,7,1.01,25,1289,3,3,1,0,0.333333333,0.3333,Hecarim - Jung,0,Medium
Ivern,Shorterace,Jung,1,1,15,7,0.875,162.65,4.12,4,1.18,16,-906,5,3,1.666666667,1,0.2,0.2,Ivern - Jung,100,Broad
Ivern,Hunter,Jung,3,0.3333,13,4.2,0.6064,141.08,4.49,3,0.75,4,-629.33,5,3,1.666666667,0.3333,0.6,0.6,Ivern - Jung,33.33,Narrow
Ivern,Siddywiddy,Jung,1,0,11,0.17,0.3333,107.59,4.83,2,0.73,25,341,5,3,1.666666667,0,0.2,0.2,Ivern - Jung,0,Broad
Jarvan IV,Kenvi,Jung,1,1,12,18,0.9,266.66,4.93,3,2.04,4,1051,119,22,5.409090909,1,0.008403361,0.0084,Jarvan IV - Jung,100,Broad
Jarvan IV,OddOrange,Jung,9,0.7778,13.56,5.62,0.7863,265.4,4.59,3.11,2,13,-51.78,119,22,5.409090909,0.7778,0.075630252,0.0756,Jarvan IV - Jung,77.78,Broad
Jarvan IV,Panda,Jung,3,0.6667,14.33,4.22,0.8042,246.74,5.04,1.67,1.14,17.67,-129.33,119,22,5.409090909,0.6667,0.025210084,0.0252,Jarvan IV - Jung,66.67,Broad
Jarvan IV,MikeYeung,Jung,6,0.6667,13.83,5.05,0.7999,254.11,5.29,2,1.1,13.67,-141.17,119,22,5.409090909,0.6667,0.050420168,0.0504,Jarvan IV - Jung,66.67,Broad
Jarvan IV,Hyami,Jung,7,0.5714,14.29,3.13,0.8477,198.01,5.01,5,1.45,11.86,-57.43,119,22,5.409090909,0.5714,0.058823529,0.0588,Jarvan IV - Jung,57.14,Broad
Jarvan IV,Kitzuo,Jung,16,0.5625,12.5,3.39,0.7249,358.82,5.25,10.13,1.6,9.31,-251.75,119,22,5.409090909,0.5625,0.134453782,0.1345,Jarvan IV - Jung,56.25,Broad
Jarvan IV,Dragonminkim,Jung,2,0.5,13.5,3.14,0.5033,188.68,4.26,1.5,1.3,15.5,-1395.5,119,22,5.409090909,0.5,0.016806723,0.0168,Jarvan IV - Jung,50,Broad
Jarvan IV,Avi,Jung,4,0.5,12.25,3.28,0.7102,287.88,4.87,2,0.91,10.25,-1009.75,119,22,5.409090909,0.5,0.033613445,0.0336,Jarvan IV - Jung,50,Broad
Jarvan IV,Siddywiddy,Jung,3,0.3333,12.33,2.55,0.7889,194.86,5.03,0.67,1.25,11,-226.67,119,22,5.409090909,0.3333,0.025210084,0.0252,Jarvan IV - Jung,33.33,Broad
Jarvan IV,Infectrix,Jung,6,0.3333,13,2.79,0.7575,268.84,4.23,1.67,1.3,6.33,-645.67,119,22,5.409090909,0.3333,0.050420168,0.0504,Jarvan IV - Jung,33.33,Broad
Jarvan IV,Hunter,Jung,14,0.2857,12.79,3.42,0.7454,223.77,4.98,5.64,1.22,6.71,-328.5,119,22,5.409090909,0.2857,0.117647059,0.1176,Jarvan IV - Jung,28.57,Broad
Jarvan IV,Rosethorn,Jung,6,0.1667,13.17,2.29,0.738,233.2,4.47,2.83,1.25,4.17,-601.5,119,22,5.409090909,0.1667,0.050420168,0.0504,Jarvan IV - Jung,16.67,Broad
Jarvan IV,Jozyy,Jung,8,0.125,12.75,2.44,0.8192,276.99,4.73,2.13,1.09,7.63,-479.75,119,22,5.409090909,0.125,0.067226891,0.0672,Jarvan IV - Jung,12.5,Broad
Jarvan IV,Jason Jg,Jung,10,0.1,13.1,2.48,0.7608,224.51,4.17,3.1,1.3,3.6,-236.2,119,22,5.409090909,0.1,0.084033613,0.084,Jarvan IV - Jung,10,Broad
Jarvan IV,Zile,Jung,7,0,12.86,1.82,0.8932,296.24,4.9,3.71,1.24,9.14,-355.29,119,22,5.409090909,0,0.058823529,0.0588,Jarvan IV - Jung,0,Broad
Jarvan IV,Shorterace,Jung,3,0,13,1.86,0.7654,232.54,3.73,2,1.36,3.33,-606,119,22,5.409090909,0,0.025210084,0.0252,Jarvan IV - Jung,0,Broad
Jarvan IV,Seoksang,Jung,4,0,13.25,2.87,0.8165,221.03,5.05,2.25,1.37,5,-156.75,119,22,5.409090909,0,0.033613445,0.0336,Jarvan IV - Jung,0,Broad
Jarvan IV,Me Llamo Big D,Jung,1,0,11,3,0.75,280.93,5.12,9,1.27,4,-971,119,22,5.409090909,0,0.008403361,0.0084,Jarvan IV - Jung,0,Broad
Jarvan IV,Matty,Jung,1,0,12,1,0.6667,152.66,4.33,1,0.86,4,-1565,119,22,5.409090909,0,0.008403361,0.0084,Jarvan IV - Jung,0,Broad
Jarvan IV,BootySlapper,Jung,6,0,11.67,1.7,0.6759,267.41,4.39,3.83,1.17,9.17,-686.67,119,22,5.409090909,0,0.050420168,0.0504,Jarvan IV - Jung,0,Broad
Jarvan IV,Batmun,Jung,1,0,10,0.8,0.5714,151.3,4.47,1,1.02,0,-1988,119,22,5.409090909,0,0.008403361,0.0084,Jarvan IV - Jung,0,Broad
Jarvan IV,Axsthetic,Jung,1,0,14,1.75,0.5385,146.13,3.65,0,1.88,4,-600,119,22,5.409090909,0,0.008403361,0.0084,Jarvan IV - Jung,0,Broad
Jax,Zile,Jung,1,0,13,1.43,0.5263,290.78,4.83,0,0.81,0,-2357,1,1,1,0,1,1,Jax - Jung,0,Narrow
Karthus,Panda,Jung,2,1,17,6.83,0.6818,854.13,7.86,1.5,0.97,42.5,1811.5,15,7,2.142857143,1,0.133333333,0.1333,Karthus - Jung,100,Broad
Karthus,Infectrix,Jung,1,1,15,2.86,0.5714,1375.32,7.04,0,1.22,30,2406,15,7,2.142857143,1,0.066666667,0.0667,Karthus - Jung,100,Broad
Karthus,Iconic,Jung,2,1,17,6,0.5511,681.45,6.77,5,0.64,20.5,-160.5,15,7,2.142857143,1,0.133333333,0.1333,Karthus - Jung,100,Broad
Karthus,Batmun,Jung,2,0.5,13.5,3.22,0.7182,709.12,5.96,1.5,0.87,2.5,1040,15,7,2.142857143,0.5,0.133333333,0.1333,Karthus - Jung,50,Broad
Karthus,Kitzuo,Jung,5,0.2,13.8,1.77,0.7802,718.29,6.09,5.6,0.87,13,-387,15,7,2.142857143,0.2,0.333333333,0.3333,Karthus - Jung,20,Medium
Karthus,Shorterace,Jung,2,0,13.5,1.08,0.4795,675.87,6.1,2,1.06,6.5,768.5,15,7,2.142857143,0,0.133333333,0.1333,Karthus - Jung,0,Broad
Karthus,Hunter,Jung,1,0,13,1.33,0.6667,325.41,4.95,2,0.72,5,-795,15,7,2.142857143,0,0.066666667,0.0667,Karthus - Jung,0,Broad
Kayn,Kitzuo,Jung,2,0.5,12.5,2.5,0.5043,354.49,5.97,2,1.5,17.5,463.5,10,4,2.5,0.5,0.2,0.2,Kayn - Jung,50,Broad
Kayn,Matty,Jung,5,0.2,13,2.33,0.5741,397.35,5.45,7.6,0.82,3.2,1130.2,10,4,2.5,0.2,0.5,0.5,Kayn - Jung,20,Medium
Kayn,Seoksang,Jung,2,0,15.5,1.69,0.6818,411.53,5.9,1.5,1.48,23.5,901,10,4,2.5,0,0.2,0.2,Kayn - Jung,0,Broad
Kayn,IvanJYang,Jung,1,0,11,0.75,0.6,253.15,4.56,1,1.22,11,-1701,10,4,2.5,0,0.1,0.1,Kayn - Jung,0,Broad
KhaZix,Nxi,Jung,1,1,16,22,0.8148,716.1,6.63,9,1.29,37,-317,13,7,1.857142857,1,0.076923077,0.0769,KhaZix - Jung,100,Broad
KhaZix,Iconic,Jung,1,1,11,7,0.3889,295.11,6.89,6,0.88,0,990,13,7,1.857142857,1,0.076923077,0.0769,KhaZix - Jung,100,Broad
KhaZix,Avi,Jung,1,1,18,2.8,0.4828,675.6,6.79,7,1.36,39,-571,13,7,1.857142857,1,0.076923077,0.0769,KhaZix - Jung,100,Broad
KhaZix,Kitzuo,Jung,7,0.5714,13.57,4,0.7058,435.44,5.31,4.57,1.32,13.86,-498.57,13,7,1.857142857,0.5714,0.538461538,0.5385,KhaZix - Jung,57.14,Medium
KhaZix,Siddywiddy,Jung,1,0,14,1.5,0.5,307.37,6.12,0,1.42,6,-498,13,7,1.857142857,0,0.076923077,0.0769,KhaZix - Jung,0,Broad
KhaZix,Panda,Jung,1,0,13,1.5,0.6667,466.17,4.89,4,0.96,2,1087,13,7,1.857142857,0,0.076923077,0.0769,KhaZix - Jung,0,Broad
KhaZix,Jason Jg,Jung,1,0,16,2.57,0.5625,658.09,5.14,2,1,37,-818,13,7,1.857142857,0,0.076923077,0.0769,KhaZix - Jung,0,Broad
Kindred,Siddywiddy,Jung,5,1,15.6,6.38,0.7563,774.4,6.24,5,1.25,27.4,1152.6,100,21,4.761904762,1,0.05,0.05,Kindred - Jung,100,Broad
Kindred,MikeYeung,Jung,2,1,13,16.5,0.7904,700.9,6.24,6.5,1.23,14,1481,100,21,4.761904762,1,0.02,0.02,Kindred - Jung,100,Broad
Kindred,Kenvi,Jung,7,0.7143,15.57,3.26,0.6021,649.26,6.98,4.14,1.76,41.43,825.57,100,21,4.761904762,0.7143,0.07,0.07,Kindred - Jung,71.43,Broad
Kindred,Iconic,Jung,14,0.7143,15.21,5.11,0.6956,463.33,6.47,2.93,1.23,28.71,376.93,100,21,4.761904762,0.7143,0.14,0.14,Kindred - Jung,71.43,Broad
Kindred,Shorterace,Jung,3,0.6667,14,3.7,0.5868,308.22,5.6,3,1.5,13.33,-343.33,100,21,4.761904762,0.6667,0.03,0.03,Kindred - Jung,66.67,Broad
Kindred,Kitzuo,Jung,6,0.6667,14.33,3.68,0.7003,590.83,5.92,3.67,1.51,20.33,-676,100,21,4.761904762,0.6667,0.06,0.06,Kindred - Jung,66.67,Broad
Kindred,Avi,Jung,3,0.6667,15,3,0.7039,539.91,6.13,4.33,1.24,26,139,100,21,4.761904762,0.6667,0.03,0.03,Kindred - Jung,66.67,Broad
Kindred,Hunter,Jung,12,0.5833,13.83,2.93,0.5245,401.46,6.14,3.83,1.36,13.33,176.5,100,21,4.761904762,0.5833,0.12,0.12,Kindred - Jung,58.33,Broad
Kindred,OddOrange,Jung,8,0.5,14.88,2.64,0.6889,367.97,5.74,2.13,1.47,16,-166.38,100,21,4.761904762,0.5,0.08,0.08,Kindred - Jung,50,Broad
Kindred,eXyu,Jung,2,0.5,13.5,4.75,0.625,385.41,6.35,4,1.52,16,699,100,21,4.761904762,0.5,0.02,0.02,Kindred - Jung,50,Broad
Kindred,Panda,Jung,6,0.3333,14.83,2.11,0.6667,446.91,6.11,4.33,1.48,21.17,604,100,21,4.761904762,0.3333,0.06,0.06,Kindred - Jung,33.33,Broad
Kindred,Jozyy,Jung,4,0.25,14.25,1.9,0.7685,341.26,5.67,2.25,1.23,13.25,-747.75,100,21,4.761904762,0.25,0.04,0.04,Kindred - Jung,25,Broad
Kindred,FrostForest,Jung,4,0.25,12.75,1.53,0.4723,315.92,5.17,6,1.34,16.25,-402.5,100,21,4.761904762,0.25,0.04,0.04,Kindred - Jung,25,Broad
Kindred,Rosethorn,Jung,9,0.2222,13.44,1.79,0.5615,361.54,5.4,6.22,1.18,12.44,-627.67,100,21,4.761904762,0.2222,0.09,0.09,Kindred - Jung,22.22,Broad
Kindred,Zile,Jung,6,0.1667,15,2.42,0.7555,470.46,5.68,3.17,1.17,15.83,-93.5,100,21,4.761904762,0.1667,0.06,0.06,Kindred - Jung,16.67,Broad
Kindred,Nxi,Jung,1,0,14,1.25,0.5556,272.82,5.93,7,2.03,12,389,100,21,4.761904762,0,0.01,0.01,Kindred - Jung,0,Broad
Kindred,Matty,Jung,1,0,10,0.86,0.5,355.1,4.25,7,0.42,2,-2788,100,21,4.761904762,0,0.01,0.01,Kindred - Jung,0,Broad
Kindred,Jason Jg,Jung,3,0,10.67,1.09,0.5602,253.59,4.93,6,0.97,8.33,-1981.33,100,21,4.761904762,0,0.03,0.03,Kindred - Jung,0,Broad
Kindred,Infectrix,Jung,2,0,14.5,1.21,0.494,323.35,5.19,5,1.05,24,650.5,100,21,4.761904762,0,0.02,0.02,Kindred - Jung,0,Broad
Kindred,Hyami,Jung,1,0,14,2,0.7273,279.79,5.64,5,1.39,8,225,100,21,4.761904762,0,0.01,0.01,Kindred - Jung,0,Broad
Kindred,Batmun,Jung,1,0,16,1.67,0.6522,415.1,4.75,3,1.09,5,384,100,21,4.761904762,0,0.01,0.01,Kindred - Jung,0,Broad
Lee Sin,Shorterace,Jung,3,1,11.67,7.4,0.5467,401.17,4.7,5,1.12,6.67,183,91,20,4.55,1,0.032967033,0.033,Lee Sin - Jung,100,Broad
Lee Sin,Seoksang,Jung,1,1,15,4.5,0.6667,360.75,4.85,3,0.96,16,500,91,20,4.55,1,0.010989011,0.011,Lee Sin - Jung,100,Broad
Lee Sin,Nxi,Jung,1,1,17,7,0.7241,581.99,5.85,5,1.38,12,-55,91,20,4.55,1,0.010989011,0.011,Lee Sin - Jung,100,Broad
Lee Sin,Hyami,Jung,1,1,14,6.33,0.7308,486.06,4.88,0,0.89,22,-2568,91,20,4.55,1,0.010989011,0.011,Lee Sin - Jung,100,Broad
Lee Sin,eXyu,Jung,2,1,17,6.5,0.7545,264.57,5.97,2,1.49,20.5,1119,91,20,4.55,1,0.021978022,0.022,Lee Sin - Jung,100,Broad
Lee Sin,Kitzuo,Jung,7,0.8571,13.86,3.97,0.6561,444.42,5.11,4.57,1.05,20.43,80.57,91,20,4.55,0.8571,0.076923077,0.0769,Lee Sin - Jung,85.71,Broad
Lee Sin,MikeYeung,Jung,5,0.6,14,2.73,0.4753,200.99,5.75,1.4,1.14,15.6,331.6,91,20,4.55,0.6,0.054945055,0.0549,Lee Sin - Jung,60,Broad
Lee Sin,Panda,Jung,2,0.5,12.5,2.88,0.7576,399.14,4.97,2.5,1.06,22,-1375.5,91,20,4.55,0.5,0.021978022,0.022,Lee Sin - Jung,50,Broad
Lee Sin,OddOrange,Jung,14,0.5,13.43,3.13,0.6948,288.54,4.95,3.64,1.46,10.79,-291.14,91,20,4.55,0.5,0.153846154,0.1538,Lee Sin - Jung,50,Broad
Lee Sin,Kenvi,Jung,4,0.5,12.5,4,0.7221,289.36,5.57,4.5,1.02,8.75,-51.25,91,20,4.55,0.5,0.043956044,0.044,Lee Sin - Jung,50,Broad
Lee Sin,Infectrix,Jung,10,0.5,13.9,2,0.5461,266.02,4.73,1.8,1.11,14.5,-1077.3,91,20,4.55,0.5,0.10989011,0.1099,Lee Sin - Jung,50,Broad
Lee Sin,Rosethorn,Jung,3,0.3333,13,1.67,0.6381,332.04,4.64,4.67,1.16,16,-95.33,91,20,4.55,0.3333,0.032967033,0.033,Lee Sin - Jung,33.33,Broad
Lee Sin,Avi,Jung,14,0.2857,13.21,2.18,0.6226,305.37,5.13,2.43,1.08,11.43,-480.36,91,20,4.55,0.2857,0.153846154,0.1538,Lee Sin - Jung,28.57,Broad
Lee Sin,Jozyy,Jung,11,0.0909,12.64,1.9,0.7404,257.98,4.73,2.55,0.99,9.64,-19,91,20,4.55,0.0909,0.120879121,0.1209,Lee Sin - Jung,9.09,Broad
Lee Sin,Zile,Jung,2,0,10,0.78,0.75,310.68,5.09,3.5,0.92,12.5,-387,91,20,4.55,0,0.021978022,0.022,Lee Sin - Jung,0,Broad
Lee Sin,IvanJYang,Jung,1,0,12,3,1,204.16,4.99,14,0.69,0,-1100,91,20,4.55,0,0.010989011,0.011,Lee Sin - Jung,0,Broad
Lee Sin,Hunter,Jung,2,0,12,0.75,0.5,298.45,4.7,3.5,1.11,11,-539,91,20,4.55,0,0.021978022,0.022,Lee Sin - Jung,0,Broad
Lee Sin,Dragonminkim,Jung,2,0,12,1.33,0.6964,142.01,4.7,2,1.18,9.5,10,91,20,4.55,0,0.021978022,0.022,Lee Sin - Jung,0,Broad
Lee Sin,BootySlapper,Jung,5,0,13.4,1.61,0.6629,297.22,4.3,3,1.09,5.6,-507.8,91,20,4.55,0,0.054945055,0.0549,Lee Sin - Jung,0,Broad
Lee Sin,Batmun,Jung,1,0,8,0,0,239.38,5,1,0.74,0,-3775,91,20,4.55,0,0.010989011,0.011,Lee Sin - Jung,0,Broad
Nidalee,Seoksang,Jung,2,1,13,10,0.6667,629.03,8.41,5,0.86,25,1978.5,32,13,2.461538462,1,0.0625,0.0625,Nidalee - Jung,100,Broad
Nidalee,Nxi,Jung,2,1,16.5,10,0.7571,619.14,6.76,5.5,1.58,32,308,32,13,2.461538462,1,0.0625,0.0625,Nidalee - Jung,100,Broad
Nidalee,Matty,Jung,1,1,14,5,0.2632,234.86,7.09,4,1.54,14,1967,32,13,2.461538462,1,0.03125,0.0312,Nidalee - Jung,100,Broad
Nidalee,Kenvi,Jung,4,1,14.5,8.57,0.6968,597.88,7,1.5,2.04,33.25,1135.5,32,13,2.461538462,1,0.125,0.125,Nidalee - Jung,100,Broad
Nidalee,MikeYeung,Jung,4,0.75,14,4.07,0.6436,533.99,5.65,0.5,1.54,12,-657.5,32,13,2.461538462,0.75,0.125,0.125,Nidalee - Jung,75,Broad
Nidalee,Iconic,Jung,5,0.6,15,6.67,0.6068,435.97,6.68,3.8,1.15,20.8,463.6,32,13,2.461538462,0.6,0.15625,0.1562,Nidalee - Jung,60,Broad
Nidalee,Infectrix,Jung,2,0.5,13,5,0.8175,436.37,6.77,2.5,1.59,11.5,1231,32,13,2.461538462,0.5,0.0625,0.0625,Nidalee - Jung,50,Broad
Nidalee,Jozyy,Jung,5,0.4,14.4,3.93,0.6186,424.8,5.92,3.8,1.45,12,305.2,32,13,2.461538462,0.4,0.15625,0.1562,Nidalee - Jung,40,Broad
Nidalee,Siddywiddy,Jung,2,0,15,0.75,0.4035,358.23,5.92,4,1.38,17,225.5,32,13,2.461538462,0,0.0625,0.0625,Nidalee - Jung,0,Broad
Nidalee,OddOrange,Jung,2,0,14,1,0.5357,341.87,5.94,7.5,2.06,6,-686,32,13,2.461538462,0,0.0625,0.0625,Nidalee - Jung,0,Broad
Nidalee,Hunter,Jung,1,0,15,3.25,0.5909,483.74,4.82,6,1.24,16,-169,32,13,2.461538462,0,0.03125,0.0312,Nidalee - Jung,0,Broad
Nidalee,Axsthetic,Jung,1,0,11,2,0.8,250.99,4.62,0,1.14,0,-1288,32,13,2.461538462,0,0.03125,0.0312,Nidalee - Jung,0,Broad
Nidalee,Avi,Jung,1,0,15,0.86,0.4,220.41,6.43,3,1.34,16,-1029,32,13,2.461538462,0,0.03125,0.0312,Nidalee - Jung,0,Broad
Nocturne,Shorterace,Jung,4,1,13.75,19.67,0.6439,422.76,5.94,5.25,1.22,21.25,2125.25,24,11,2.181818182,1,0.166666667,0.1667,Nocturne - Jung,100,Broad
Nocturne,Seoksang,Jung,1,1,15,4.2,0.7,623.78,5.72,8,0.53,3,-27,24,11,2.181818182,1,0.041666667,0.0417,Nocturne - Jung,100,Broad
Nocturne,Panda,Jung,1,1,15,2.5,0.4839,486.26,6.07,9,0.72,0,-439,24,11,2.181818182,1,0.041666667,0.0417,Nocturne - Jung,100,Broad
Nocturne,Kenvi,Jung,1,1,16,1.67,0.6667,336.15,6.6,5,1.51,40,-504,24,11,2.181818182,1,0.041666667,0.0417,Nocturne - Jung,100,Broad
Nocturne,Zile,Jung,4,0.75,14.5,2.94,0.6675,346.56,5.81,4.25,1.39,11.75,739,24,11,2.181818182,0.75,0.166666667,0.1667,Nocturne - Jung,75,Broad
Nocturne,Infectrix,Jung,6,0.6667,13.17,1.76,0.4675,367.7,4.74,2.17,1.09,15,436.5,24,11,2.181818182,0.6667,0.25,0.25,Nocturne - Jung,66.67,Medium
Nocturne,Avi,Jung,3,0.3333,15,2.16,0.6468,427.37,5.67,4.67,0.94,15,112.67,24,11,2.181818182,0.3333,0.125,0.125,Nocturne - Jung,33.33,Broad
Nocturne,Rosethorn,Jung,1,0,12,0.86,0.4286,198.83,5.37,14,1.08,8,375,24,11,2.181818182,0,0.041666667,0.0417,Nocturne - Jung,0,Broad
Nocturne,MikeYeung,Jung,1,0,12,0.86,0.5455,222.66,5.48,4,1.12,5,471,24,11,2.181818182,0,0.041666667,0.0417,Nocturne - Jung,0,Broad
Nocturne,Matty,Jung,1,0,13,2.25,0.75,469.09,5.37,8,0.76,3,-1524,24,11,2.181818182,0,0.041666667,0.0417,Nocturne - Jung,0,Broad
Nocturne,Kitzuo,Jung,1,0,14,1.33,0.7273,307.31,5.85,3,1.49,20,-68,24,11,2.181818182,0,0.041666667,0.0417,Nocturne - Jung,0,Broad
Nunu & Willump,Hunter,Jung,10,0.7,13.5,6.03,0.6886,336.56,5.29,3.8,1.01,7,-92.9,12,2,6,0.7,0.833333333,0.8333,Nunu & Willump - Jung,70,Narrow
Nunu & Willump,Shorterace,Jung,2,0,14,1.83,0.6845,233.72,5.18,3.5,0.99,5.5,-376.5,12,2,6,0,0.166666667,0.1667,Nunu & Willump - Jung,0,Broad
Olaf,Kenvi,Jung,2,1,14,4.14,0.5824,526.81,6.54,7.5,0.84,20.5,1419,68,19,3.578947368,1,0.029411765,0.0294,Olaf - Jung,100,Broad
Olaf,Infectrix,Jung,4,1,14,4.3,0.5017,356.14,5.53,2.25,1.19,18.25,726.75,68,19,3.578947368,1,0.058823529,0.0588,Olaf - Jung,100,Broad
Olaf,FrostForest,Jung,1,1,16,4.5,0.5294,648.12,5.78,7,0.99,20,1161,68,19,3.578947368,1,0.014705882,0.0147,Olaf - Jung,100,Broad
Olaf,eXyu,Jung,1,1,14,4,0.5714,492.01,6.15,5,1.37,12,566,68,19,3.578947368,1,0.014705882,0.0147,Olaf - Jung,100,Broad
Olaf,OddOrange,Jung,7,0.7143,14.29,3.3,0.6133,449.04,5.44,6.43,1.42,14,434.57,68,19,3.578947368,0.7143,0.102941176,0.1029,Olaf - Jung,71.43,Broad
Olaf,Matty,Jung,3,0.6667,13.67,4.1,0.6685,636.94,6.23,4,0.95,11,785,68,19,3.578947368,0.6667,0.044117647,0.0441,Olaf - Jung,66.67,Broad
Olaf,Iconic,Jung,3,0.6667,14,6.14,0.7225,473.58,6.5,5.33,0.85,8.33,478.33,68,19,3.578947368,0.6667,0.044117647,0.0441,Olaf - Jung,66.67,Broad
Olaf,Hyami,Jung,7,0.5714,13.29,3.55,0.593,308.06,5.73,3.14,1.11,17.57,1035.57,68,19,3.578947368,0.5714,0.102941176,0.1029,Olaf - Jung,57.14,Broad
Olaf,Siddywiddy,Jung,9,0.5556,13,2.68,0.6529,366.3,5.86,5.56,1.09,6.33,67.22,68,19,3.578947368,0.5556,0.132352941,0.1324,Olaf - Jung,55.56,Broad
Olaf,Rosethorn,Jung,6,0.3333,12.83,1.59,0.5921,381.4,5.02,1.83,1.15,9.67,361.67,68,19,3.578947368,0.3333,0.088235294,0.0882,Olaf - Jung,33.33,Broad
Olaf,MikeYeung,Jung,3,0.3333,13.67,2.6,0.6245,326.91,5.7,1.33,1.25,5,247.33,68,19,3.578947368,0.3333,0.044117647,0.0441,Olaf - Jung,33.33,Broad
Olaf,Avi,Jung,10,0.3,13.5,2,0.587,381.1,5.92,5.9,1.1,13.9,513.3,68,19,3.578947368,0.3,0.147058824,0.1471,Olaf - Jung,30,Broad
Olaf,Zile,Jung,1,0,12,0.67,0.5,352.56,5.44,6,0.63,0,200,68,19,3.578947368,0,0.014705882,0.0147,Olaf - Jung,0,Broad
Olaf,Shorterace,Jung,2,0,14,0.89,0.4,288.7,5.12,3,1,9,-1009.5,68,19,3.578947368,0,0.029411765,0.0294,Olaf - Jung,0,Broad
Olaf,Me Llamo Big D,Jung,2,0,13,1.43,0.4417,307.91,5.97,2.5,1.11,2.5,1847,68,19,3.578947368,0,0.029411765,0.0294,Olaf - Jung,0,Broad
Olaf,Jozyy,Jung,2,0,14.5,2.43,0.719,396.14,5.54,2,1.42,7.5,1443,68,19,3.578947368,0,0.029411765,0.0294,Olaf - Jung,0,Broad
Olaf,Dragonminkim,Jung,1,0,13,0.8,0.7273,438.27,5.58,13,0.85,21,-465,68,19,3.578947368,0,0.014705882,0.0147,Olaf - Jung,0,Broad
Olaf,BootySlapper,Jung,2,0,11.5,0.8,0.2609,379.62,5.69,3.5,0.62,17.5,1314.5,68,19,3.578947368,0,0.029411765,0.0294,Olaf - Jung,0,Broad
Olaf,Batmun,Jung,2,0,13,1.46,0.4972,370.51,4.57,2,0.99,0,-696.5,68,19,3.578947368,0,0.029411765,0.0294,Olaf - Jung,0,Broad
Ornn,Zile,Jung,1,0,13,0.86,0.5,327.27,5.06,5,0.9,3,997,1,1,1,0,1,1,Ornn - Jung,0,Narrow
Qiyana,Avi,Jung,1,0,13,2.5,0.9091,381.22,5.2,5,1.41,17,-653,1,1,1,0,1,1,Qiyana - Jung,0,Narrow
Rammus,Hunter,Jung,1,1,17,12,0.6154,572.09,4.86,2,0.86,12,-970,1,1,1,1,1,1,Rammus - Jung,100,Narrow
RekSai,OddOrange,Jung,3,1,13.67,4.14,0.4921,224.66,5.78,2.67,2.03,18,243,25,9,2.777777778,1,0.12,0.12,RekSai - Jung,100,Broad
RekSai,Iconic,Jung,3,1,15,24,0.641,385.75,6.26,4.33,1.37,19.33,1508.33,25,9,2.777777778,1,0.12,0.12,RekSai - Jung,100,Broad
RekSai,BootySlapper,Jung,1,1,10,9,0.4737,296.57,5.02,2,1.48,8,820,25,9,2.777777778,1,0.04,0.04,RekSai - Jung,100,Broad
